target_col,trial.started,square.started,mouse.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,26.665489500000035,26.74965710000004,0.1019413000000213,33.13837760000001,"[1.7727247000000261, 3.0689559999999574, 4.253678700000023, 5.383725400000003, 6.5066527999999835]","[0.06, 0.21833333333333332, 0.10722222222222222, -0.12222222222222222, -0.24444444444444444]","[0.23333333333333334, 0.17777777777777778, -0.028888888888888888, -0.04, -0.16833333333333333]","[1.6756580999999642, 2.9726333999999497, 4.156641700000023, 5.286903199999983, 6.410302300000012]"
red,34.139897500000075,34.20752679999998,0.0516228999999839,39.28374080000003,"[1.2770543000000316, 2.3233132999999953, 3.391667499999926, 4.433202599999959, 5.14184309999996]","[-0.05, 0.085, 0.16055555555555556, -0.20222222222222222, -0.2011111111111111]","[-0.10944444444444444, 0.07777777777777778, -0.10444444444444445, -0.013333333333333334, -0.12277777777777778]","[1.2286560000000009, 2.274007299999994, 3.342803799999956, 4.384322699999984, 5.092745300000047]"
white,40.28349130000004,40.37152939999999,0.0667317999999568,47.05871569999999,"[1.718456500000002, 2.573459699999944, 3.7675318999999945, 5.03233750000004, 6.772235000000023]","[0.08722222222222223, 0.18055555555555555, -0.15944444444444444, -0.057777777777777775, 0.22611111111111112]","[0.22277777777777777, 0.16777777777777778, 0.02277777777777778, -0.1388888888888889, -0.17277777777777778]","[1.6582392000000254, 2.5124239000000443, 3.7075104000000465, 4.971838200000093, 6.711817400000086]"
white,48.060779600000046,48.150279100000034,0.0734096999999565,54.19485780000002,"[1.7587852999999996, 2.9073549999999386, 4.000073099999895, 5.037726899999939, 6.133126999999945]","[-0.13555555555555557, 0.013888888888888888, -0.09777777777777778, -0.07111111111111111, 0.19944444444444445]","[0.08555555555555555, 0.0811111111111111, -0.11, -0.2311111111111111, -0.15777777777777777]","[1.6909703000000036, 2.838963100000001, 3.9315054999999575, 4.969946400000026, 6.064536500000031]"
red,55.192411600000014,55.286720100000025,0.0672051000000237,60.58310920000008,"[1.6936933000000636, 2.516857200000004, 3.3656537000000526, 4.348602600000049, 5.385436600000048]","[0.115, -0.006111111111111111, 0.042222222222222223, 0.13111111111111112, 0.09277777777777778]","[0.2561111111111111, 0.1811111111111111, 0.0044444444444444444, -0.03277777777777778, -0.24888888888888888]","[1.6334712000000309, 2.4555295000000115, 3.304164499999956, 4.287190200000055, 5.323896099999956]"
white,61.580896800000005,61.66623700000002,0.0623679000000265,67.77216759999999,"[2.1214297000000215, 3.1299507999999605, 4.175183500000003, 5.127094100000022, 6.1858532999999625]","[0.235, -0.13444444444444445, -0.08611111111111111, -0.22944444444444445, 0.08333333333333333]","[0.15055555555555555, 0.2411111111111111, -0.013888888888888888, -0.22722222222222221, -0.13555555555555557]","[2.062118299999952, 3.0708664999999655, 4.115168099999892, 5.067090199999939, 6.126673699999969]"
white,68.76812940000002,68.83469839999998,0.0456075999999256,75.82957340000007,"[1.5219650000000229, 2.9411815999999362, 5.037797599999976, 6.089281299999925, 7.054694499999982]","[0.18055555555555555, -0.22, -0.23666666666666666, -0.016666666666666666, 0.23666666666666666]","[0.14888888888888888, 0.10277777777777777, -0.16722222222222222, -0.20444444444444446, -0.24055555555555555]","[1.481096999999977, 2.899317999999994, 4.996241400000031, 6.047943499999974, 7.013043300000049]"
white,76.8223845,76.91217519999998,0.0595590000000356,81.6273602,"[1.7400508000000627, 2.614924599999995, 3.49014800000009, 4.4267929000000095, 4.794725500000027]","[-0.15333333333333332, 0.16111111111111112, 0.09055555555555556, -0.0044444444444444444]","[0.22944444444444445, 0.18833333333333332, 0.058333333333333334, -0.09444444444444444]","[1.686633000000029, 2.5616026000000147, 3.4361580000000913, 4.37261680000006]"
red,82.62242120000008,82.70764760000009,0.0565102000000479,87.93953970000007,"[2.0074419000000034, 2.9855631000000358, 3.767516799999953, 4.474831399999971, 5.309627100000057]","[0.06777777777777778, -0.07277777777777777, -0.14333333333333334, -0.057777777777777775, 0.04]","[0.155, 0.15055555555555555, -0.011666666666666667, -0.11611111111111111, -0.23666666666666666]","[1.9574063000000024, 2.934626499999922, 3.7165301, 4.4258051999999, 5.259076299999947]"
white,88.93175370000006,89.0016306,0.0458648000000039,94.91056360000005,"[1.4054044000000658, 2.2175966000000926, 2.9353991000000406, 4.577087900000038, 5.967898500000047]","[0.12944444444444445, -0.05722222222222222, -0.16722222222222222, 0.25222222222222224, 0.15555555555555556]","[0.11055555555555556, -0.0005555555555555556, 0.08611111111111111, -0.2594444444444444, -0.1661111111111111]","[1.363017099999979, 2.1762701999999763, 2.894103599999994, 4.535139999999956, 5.926279199999954]"
red,95.9090873,95.98404190000008,0.0569049000000632,100.09999790000006,"[1.3037361000000374, 1.6544075000000475, 2.707702100000006, 3.1110319000000572, 4.185837700000093]","[0.15888888888888889, 0.105, 0.016666666666666666, -0.050555555555555555, -0.09444444444444444]","[-0.04888888888888889, 0.023333333333333334, -0.04055555555555555, -0.06388888888888888, 0.04611111111111111]","[1.2495314999999891, 1.9196150000000216, 2.653701700000056, 3.3464832000000797, 4.1320312000000285]"
white,101.09632410000006,101.15453790000004,0.0373960000000579,106.45778890000008,"[1.655894000000103, 2.3595080000000053, 3.1038333000000193, 4.456069900000102, 5.354139099999998]","[-0.21, -0.13555555555555557, -0.019444444444444445, 0.205, 0.09]","[0.11, 0.10388888888888889, 0.04722222222222222, -0.028333333333333332, -0.11722222222222223]","[1.6217832000000953, 2.325011800000084, 3.0688568000000487, 4.421102200000064, 5.319724800000017]"
white,107.45134410000004,107.51350560000004,0.0395290000000159,115.6027328,"[1.5533631999999216, 2.9600537999999688, 4.323193599999968, 7.374913499999934, 8.142214699999954]","[-0.18055555555555555, 0.23333333333333334, 0.22333333333333333, -0.24888888888888888, -0.09833333333333333]","[0.1272222222222222, 0.16666666666666666, -0.030555555555555555, -0.14222222222222222, -0.1922222222222222]","[1.5176763999999139, 3.2072059999999283, 4.285821199999987, 7.33876639999994, 8.105339399999934]"
red,116.5954114,116.67333660000008,0.0501778999999942,122.94613230000004,"[1.499874400000067, 2.533280399999967, 3.3501733000000513, 4.931877800000052, 6.340375300000005]","[0.06333333333333334, 0.21777777777777776, 0.16833333333333333, -0.1738888888888889, -0.14]","[0.225, 0.14944444444444444, 0.051111111111111114, 0.07111111111111111, -0.1361111111111111]","[1.4536166000000321, 2.486751400000003, 3.3033735999999863, 4.884754300000054, 6.293674600000031]"
white,123.9491193,124.03509210000004,0.0658273000000235,132.5931332,"[1.9171022000000448, 3.197645800000032, 4.324296900000036, 5.354009800000085, 8.643738400000075]","[0.1827777777777778, -0.06166666666666667, 0.11333333333333333, -0.03277777777777778, 0.1761111111111111]","[0.235, 0.17722222222222223, -0.01888888888888889, -0.058333333333333334, 0.07944444444444444]","[1.8553455999999642, 3.136053400000037, 4.262373599999933, 5.291873799999962, 8.582117899999957]"
,,,,,,,,
